X_peptide;Y_peptide;RD1_x;RD2_x;medRD_mas1;bcnum_x;RD1_y;RD2_y;medRD_mas2;bcnum_y
O6;O12;0.0593220338983051;0.0589430894308943;0.0626185958254269;165;0.0763528539659007;0.0778652668416448;0.0773930753564155;91
O6;O13;0.558124598587026;0.322172667775638;0.419636381067369;132;1.19572314724127;0.760225251926497;0.914640324214792;61
O6;O14;0.998220640569395;0.545497681440742;0.72066854451739;184;1.82082820828208;1.26172935246219;1.5413612565445;93
O6;O15;0.0554457619675011;0.0601552593325704;0.0550202291608759;134;0.077228190816674;0.0675706524220426;0.0665119645873238;76
O6;O16;0.258426966292135;0.164168451106353;0.214807090719499;173;0.551544099404201;0.364582019680902;0.435849673402388;100
O6;O2;0.0552922590837283;0.0657894736842105;0.0620549338758901;169;0.0592369477911647;0.0664335664335664;0.0664807066480707;83
O6;O3;0.0695876288659794;0.0776439089692102;0.071875;153;0.078391959798995;0.082129963898917;0.079655262470619;65
O6;O4;0.08;0.0871670702179177;0.0850131463628396;183;0.128810672094155;0.117908331142395;0.119887798036466;130
O6;O5;3.3387228790009;3.55362195721197;3.52187211967013;224;6.28030888030888;5.31260392417692;5.69627429805616;133
O6;O6;0.0521143537820131;0.0632145632145632;0.059129855473788;206;0.0810810810810811;0.0694444444444444;0.076072821846554;141
O6;O7;0.0600338765520535;0.0745518268097513;0.0689061665380735;176;0.085285830737332;0.0761365194026203;0.0795734960650927;116
O6;O8;0.197019746353604;0.125497398224671;0.160476962464897;204;0.369565217391304;0.258572752548656;0.313270142180095;151
O6;O9;0.0886075949367089;0.0904522613065327;0.0887096774193548;261;0.134357127057857;0.107750058048038;0.121929506128023;124
O7;O1;0.0507074398863982;0.0615135673388101;0.0577935222672065;160;0.0816285912080305;0.0754862524253467;0.0785069998034376;118
O7;O10;0.0416666666666667;0.0530888030888031;0.0481352992194276;149;0.0696442089326268;0.0717171717171717;0.0688336520076482;111
O7;O11;0.0542997542997543;0.0625699105145414;0.0601585095126455;186;0.0760241373448921;0.0630215195432587;0.0695943083902754;114
O7;O12;0.0524737631184408;0.0576923076923077;0.0524861878453039;173;0.0605156757473321;0.0576716135583473;0.0590560334805859;130
O7;O13;0.0558598028477547;0.0579710144927536;0.056547619047619;121;0.0625;0.0623523854511101;0.0655491081022996;85
O7;O14;0.133237948880999;0.118467847916507;0.129296910343375;176;0.207207207207207;0.169800235017626;0.191115702479339;97
O7;O15;0.102851323828921;0.0922509225092251;0.0972762645914397;197;0.162264150943396;0.157894736842105;0.166163141993958;121
O7;O16;0.0614035087719298;0.0689655172413793;0.0653846153846154;201;0.0937019969278034;0.0948863636363636;0.0848985725018783;115
O7;O2;0.0447457832787283;0.0505281690140845;0.0473965777759628;152;0.062962962962963;0.0584329349269588;0.062111801242236;67
O7;O3;0.0492831541218638;0.0595238095238095;0.0555555555555556;159;0.0700578370844417;0.0796196696119862;0.072617786669805;80
O7;O4;0.0527835469327795;0.0580380577427822;0.0567060611514388;210;0.0690435950771364;0.0635453063126019;0.0698066019290928;102
O7;O5;0.0654761904761905;0.0722021660649819;0.0701754385964912;217;0.076530612244898;0.0758928571428571;0.0769230769230769;103
